[2022-02-07 06:53:02,632] INFO       Loading Config Data
[2022-02-08 05:45:16,895] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:45:16,896] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:45:16,927] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:45:16,928] DEBUG      Wait for Play button
[2022-02-08 05:45:16,945] DEBUG      Found Play Btn
[2022-02-08 05:45:17,354] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:45:17,417] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:45:19,989] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:45:27,774] DEBUG      Found Match: A3_TOWN_1 (80.6% confidence)
[2022-02-08 05:45:27,775] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:45:27,938] INFO       Health Manager is now pausing
[2022-02-08 05:45:28,536] DEBUG      Will pickup: {'rejuv': 0, 'health': 5, 'mana': 0}
[2022-02-08 05:45:28,553] INFO       Buy pots at next possible Vendor
[2022-02-08 05:45:28,553] DEBUG      Traverse from a3_town_start to a3_ormus
[2022-02-08 05:45:36,784] DEBUG      Waiting for templates: ['SUPER_HEALING_POTION']
[2022-02-08 05:45:36,825] DEBUG      Found Match: SUPER_HEALING_POTION (99.4% confidence)
[2022-02-08 05:45:42,136] DEBUG      Waiting for templates: ['SUPER_MANA_POTION']
[2022-02-08 05:45:42,162] DEBUG      Found Match: SUPER_MANA_POTION (99.4% confidence)
[2022-02-08 05:45:43,875] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-08 05:45:43,919] INFO       Run Trav
[2022-02-08 05:45:43,920] DEBUG      Traverse from a3_ormus to a3_stash_wp
[2022-02-08 05:45:48,118] DEBUG      Select A3_WP (83.5% confidence)
[2022-02-08 05:45:53,477] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:45:53,565] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:45:53,744] INFO       Health Manager is now active
[2022-02-08 05:45:56,397] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:46:05,069] DEBUG      Pather: taking a random guess towards (370, 5)
[2022-02-08 05:46:07,776] DEBUG      Traverse: [228, 229]
[2022-02-08 05:46:20,834] DEBUG      Drink health potion in slot 3. HP: 75.2%, Mana: 49.5%
[2022-02-08 05:46:20,852] DEBUG      Drink mana potion in slot 1. HP: 75.2%, Mana: 49.5%
[2022-02-08 05:46:24,370] DEBUG      Drink health potion in slot 3. HP: 77.5%, Mana: 80.5%
[2022-02-08 05:46:27,890] DEBUG      Drink health potion in slot 3. HP: 70.6%, Mana: 97.0%
[2022-02-08 05:46:31,252] DEBUG      Took a screenshot of current loot
[2022-02-08 05:46:33,797] DEBUG      Traverse: [230]
[2022-02-08 05:46:34,456] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:46:34,482] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-08 05:46:37,040] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:46:38,555] INFO       End game. Elapsed time: 82.61s
[2022-02-08 05:46:39,002] INFO       Starting game #910
[2022-02-08 05:46:39,003] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:46:39,989] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:46:39,990] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:46:40,004] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:46:40,004] DEBUG      Wait for Play button
[2022-02-08 05:46:40,020] DEBUG      Found Play Btn
[2022-02-08 05:46:40,503] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:46:40,562] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:46:43,087] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:46:50,050] DEBUG      Found Match: A3_TOWN_1 (80.5% confidence)
[2022-02-08 05:46:50,051] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:46:50,057] INFO       Health Manager is now pausing
[2022-02-08 05:46:50,812] DEBUG      Will pickup: {'rejuv': 0, 'health': 3, 'mana': 0}
[2022-02-08 05:46:50,829] INFO       Buy pots at next possible Vendor
[2022-02-08 05:46:50,829] DEBUG      Traverse from a3_town_start to a3_ormus
[2022-02-08 05:47:00,020] DEBUG      Waiting for templates: ['SUPER_HEALING_POTION']
[2022-02-08 05:47:00,049] DEBUG      Found Match: SUPER_HEALING_POTION (99.4% confidence)
[2022-02-08 05:47:03,303] DEBUG      Waiting for templates: ['SUPER_MANA_POTION']
[2022-02-08 05:47:03,337] DEBUG      Found Match: SUPER_MANA_POTION (99.4% confidence)
[2022-02-08 05:47:05,080] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-08 05:47:05,125] INFO       Run Trav
[2022-02-08 05:47:05,125] DEBUG      Traverse from a3_ormus to a3_stash_wp
[2022-02-08 05:47:08,775] DEBUG      Select A3_WP (91.1% confidence)
[2022-02-08 05:47:14,249] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:47:14,337] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:47:14,375] INFO       Health Manager is now active
[2022-02-08 05:47:17,115] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:47:25,703] DEBUG      Traverse: [228, 229]
[2022-02-08 05:47:38,354] DEBUG      Drink mana potion in slot 1. HP: 87.4%, Mana: 49.5%
[2022-02-08 05:47:43,175] DEBUG      Drink health potion in slot 3. HP: 79.6%, Mana: 94.8%
[2022-02-08 05:47:48,703] DEBUG      Took a screenshot of current loot
[2022-02-08 05:47:51,403] DEBUG      Traverse: [230]
[2022-02-08 05:47:52,798] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:47:52,820] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-08 05:47:55,385] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:47:58,861] INFO       End game. Elapsed time: 79.86s
[2022-02-08 05:47:59,206] INFO       Starting game #911
[2022-02-08 05:47:59,207] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:48:00,178] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:48:00,178] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:48:00,192] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:48:00,193] DEBUG      Wait for Play button
[2022-02-08 05:48:00,210] DEBUG      Found Play Btn
[2022-02-08 05:48:00,670] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:48:00,734] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:48:03,197] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:48:10,102] DEBUG      Found Match: A3_TOWN_1 (80.5% confidence)
[2022-02-08 05:48:10,103] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:48:10,108] INFO       Health Manager is now pausing
[2022-02-08 05:48:10,863] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 0}
[2022-02-08 05:48:10,918] INFO       Run Trav
[2022-02-08 05:48:10,918] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-08 05:48:18,806] DEBUG      Select A3_WP (89.4% confidence)
[2022-02-08 05:48:24,162] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:48:24,252] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:48:24,293] INFO       Health Manager is now active
[2022-02-08 05:48:27,014] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:48:35,436] DEBUG      Traverse: [228, 229]
[2022-02-08 05:48:48,351] DEBUG      Drink health potion in slot 3. HP: 79.1%, Mana: 47.0%
[2022-02-08 05:48:48,367] DEBUG      Drink mana potion in slot 1. HP: 79.1%, Mana: 47.0%
[2022-02-08 05:48:58,902] DEBUG      Took a screenshot of current loot
[2022-02-08 05:49:01,784] DEBUG      Traverse: [230]
[2022-02-08 05:49:02,787] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:49:02,834] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-08 05:49:05,704] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:49:08,981] INFO       End game. Elapsed time: 69.78s
[2022-02-08 05:49:09,251] INFO       Starting game #912
[2022-02-08 05:49:09,252] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:49:10,260] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:49:10,261] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:49:10,290] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:49:10,290] DEBUG      Wait for Play button
[2022-02-08 05:49:10,307] DEBUG      Found Play Btn
[2022-02-08 05:49:10,814] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:49:10,880] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:49:13,447] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:49:21,234] DEBUG      Found Match: A3_TOWN_1 (79.9% confidence)
[2022-02-08 05:49:21,235] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:49:21,581] INFO       Health Manager is now pausing
[2022-02-08 05:49:21,986] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-08 05:49:22,049] INFO       Run Trav
[2022-02-08 05:49:22,050] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-08 05:49:29,637] DEBUG      Select A3_WP (89.6% confidence)
[2022-02-08 05:49:34,861] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:49:34,946] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:49:35,286] INFO       Health Manager is now active
[2022-02-08 05:49:37,676] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:49:45,954] DEBUG      Traverse: [228, 229]
[2022-02-08 05:49:58,964] DEBUG      Drink mana potion in slot 1. HP: 84.6%, Mana: 47.4%
[2022-02-08 05:50:02,969] DEBUG      Drink health potion in slot 3. HP: 77.2%, Mana: 86.7%
[2022-02-08 05:50:09,350] DEBUG      Took a screenshot of current loot
[2022-02-08 05:50:14,403] DEBUG      Traverse: [230]
[2022-02-08 05:50:17,850] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:50:17,868] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (100.0% confidence)
[2022-02-08 05:50:20,694] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:50:22,226] INFO       End game. Elapsed time: 72.97s
[2022-02-08 05:50:22,728] INFO       Starting game #913
[2022-02-08 05:50:22,729] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:50:23,738] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:50:23,739] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:50:23,755] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:50:23,756] DEBUG      Wait for Play button
[2022-02-08 05:50:23,788] DEBUG      Found Play Btn
[2022-02-08 05:50:24,343] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:50:24,429] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:50:26,960] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:50:32,999] DEBUG      Found Match: A3_TOWN_1 (79.9% confidence)
[2022-02-08 05:50:32,999] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:50:33,115] INFO       Health Manager is now pausing
[2022-02-08 05:50:33,759] DEBUG      Will pickup: {'rejuv': 0, 'health': 2, 'mana': 0}
[2022-02-08 05:50:35,512] INFO       Stashing items
[2022-02-08 05:50:35,512] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-08 05:50:43,002] DEBUG      Select A3_STASH (73.4% confidence)
[2022-02-08 05:50:44,920] DEBUG      Searching for inventory gold btn...
[2022-02-08 05:50:45,121] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-08 05:50:45,144] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-08 05:50:45,144] DEBUG      Found inventory gold btn
[2022-02-08 05:50:45,157] DEBUG      Skipping gold stashing
[2022-02-08 05:51:00,920] DEBUG      Check if stash is full
[2022-02-08 05:51:01,672] DEBUG      Done stashing
[2022-02-08 05:51:02,086] INFO       Running transmutes
[2022-02-08 05:51:02,086] DEBUG      Waiting for templates: ['INVENTORY_GOLD_BTN']
[2022-02-08 05:51:02,107] DEBUG      Found Match: INVENTORY_GOLD_BTN (100.0% confidence)
[2022-02-08 05:51:02,108] INFO       Skipping transmutes. Force: False, Game#: 913
[2022-02-08 05:51:03,158] INFO       Run Trav
[2022-02-08 05:51:03,158] DEBUG      Traverse from a3_stash_wp to a3_stash_wp
[2022-02-08 05:51:04,006] DEBUG      Select A3_WP (89.6% confidence)
[2022-02-08 05:51:09,464] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:51:09,551] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:51:09,566] INFO       Health Manager is now active
[2022-02-08 05:51:12,255] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:51:20,972] DEBUG      Pather: taking a random guess towards (387, 5)
[2022-02-08 05:51:23,737] DEBUG      Traverse: [228, 229]
[2022-02-08 05:51:36,754] DEBUG      Drink mana potion in slot 1. HP: 89.8%, Mana: 49.5%
[2022-02-08 05:51:40,840] DEBUG      Drink mana potion in slot 1. HP: 84.0%, Mana: 18.8%
[2022-02-08 05:51:47,271] DEBUG      Took a screenshot of current loot
[2022-02-08 05:51:48,538] DEBUG      Traverse: [230]
[2022-02-08 05:51:50,530] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:51:50,552] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-08 05:51:52,625] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:51:55,225] INFO       End game. Elapsed time: 92.50s
[2022-02-08 05:51:55,521] INFO       Starting game #914
[2022-02-08 05:51:55,522] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:51:56,504] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:51:56,505] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:51:56,522] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:51:56,523] DEBUG      Wait for Play button
[2022-02-08 05:51:56,539] DEBUG      Found Play Btn
[2022-02-08 05:51:56,903] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:51:56,965] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:51:59,456] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:52:05,586] DEBUG      Found Match: A3_TOWN_1 (80.7% confidence)
[2022-02-08 05:52:05,587] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:52:05,890] INFO       Health Manager is now pausing
[2022-02-08 05:52:06,352] DEBUG      Will pickup: {'rejuv': 0, 'health': 1, 'mana': 2}
[2022-02-08 05:52:06,416] INFO       Run Trav
[2022-02-08 05:52:06,416] DEBUG      Traverse from a3_town_start to a3_stash_wp
[2022-02-08 05:52:14,169] DEBUG      Select A3_WP (90.2% confidence)
[2022-02-08 05:52:19,228] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:52:19,317] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:52:19,580] INFO       Health Manager is now active
[2022-02-08 05:52:22,075] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:52:30,479] DEBUG      Traverse: [228, 229]
[2022-02-08 05:52:37,843] DEBUG      Drink health potion in slot 3. HP: 79.2%, Mana: 82.2%
[2022-02-08 05:52:41,479] DEBUG      Drink health potion in slot 3. HP: 77.5%, Mana: 61.4%
[2022-02-08 05:52:44,231] DEBUG      Drink mana potion in slot 1. HP: 79.9%, Mana: 47.5%
[2022-02-08 05:52:45,833] DEBUG      Drink health potion in slot 3. HP: 77.9%, Mana: 80.5%
[2022-02-08 05:52:49,388] DEBUG      Drink health potion in slot 4. HP: 71.3%, Mana: 96.9%
[2022-02-08 05:52:52,989] DEBUG      Drink health potion in slot 4. HP: 70.0%, Mana: 99.7%
[2022-02-08 05:52:53,817] DEBUG      Took a screenshot of current loot
[2022-02-08 05:52:56,429] DEBUG      Traverse: [230]
[2022-02-08 05:52:56,560] DEBUG      Drink health potion in slot 4. HP: 70.3%, Mana: 99.7%
[2022-02-08 05:53:00,148] DEBUG      Drink health potion in slot 4. HP: 72.1%, Mana: 99.7%
[2022-02-08 05:53:02,423] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:53:02,451] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.2% confidence)
[2022-02-08 05:53:04,522] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:53:08,476] INFO       End game. Elapsed time: 72.96s
[2022-02-08 05:53:08,790] INFO       Starting game #915
[2022-02-08 05:53:08,791] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:53:09,809] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:53:09,810] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
[2022-02-08 05:53:09,821] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:53:09,823] DEBUG      Wait for Play button
[2022-02-08 05:53:09,857] DEBUG      Found Play Btn
[2022-02-08 05:53:10,368] DEBUG      Waiting for templates: ['LOADING', 'HELL_BTN']
[2022-02-08 05:53:10,431] DEBUG      Found Match: HELL_BTN (100.0% confidence)
[2022-02-08 05:53:12,973] DEBUG      Waiting for templates: ['A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:53:19,983] DEBUG      Found Match: A3_TOWN_1 (79.0% confidence)
[2022-02-08 05:53:19,983] INFO       Capabilities: CharacterCapabilities(can_teleport_natively=False, can_teleport_with_charges=False)
[2022-02-08 05:53:20,463] INFO       Health Manager is now pausing
[2022-02-08 05:53:20,742] DEBUG      Will pickup: {'rejuv': 0, 'health': 8, 'mana': 2}
[2022-02-08 05:53:20,765] INFO       Buy pots at next possible Vendor
[2022-02-08 05:53:20,766] DEBUG      Traverse from a3_town_start to a3_ormus
[2022-02-08 05:53:29,260] DEBUG      Waiting for templates: ['SUPER_HEALING_POTION']
[2022-02-08 05:53:29,285] DEBUG      Found Match: SUPER_HEALING_POTION (99.4% confidence)
[2022-02-08 05:53:37,423] DEBUG      Waiting for templates: ['SUPER_MANA_POTION']
[2022-02-08 05:53:37,461] DEBUG      Found Match: SUPER_MANA_POTION (99.4% confidence)
[2022-02-08 05:53:41,406] DEBUG      Will pickup: {'rejuv': 0, 'health': 0, 'mana': 0}
[2022-02-08 05:53:41,451] INFO       Run Trav
[2022-02-08 05:53:41,451] DEBUG      Traverse from a3_ormus to a3_stash_wp
[2022-02-08 05:53:45,235] DEBUG      Select A3_WP (92.2% confidence)
[2022-02-08 05:53:50,426] DEBUG      Waiting for templates: ['TRAV_0', 'TRAV_1', 'TRAV_20']
[2022-02-08 05:53:50,512] DEBUG      Found Match: TRAV_0 (99.9% confidence)
[2022-02-08 05:53:50,871] INFO       Health Manager is now active
[2022-02-08 05:53:53,195] DEBUG      Traverse from a3_trav_start to a3_trav_center_stairs
[2022-02-08 05:54:01,684] DEBUG      Traverse: [228, 229]
[2022-02-08 05:54:14,546] DEBUG      Drink mana potion in slot 1. HP: 88.0%, Mana: 47.4%
[2022-02-08 05:54:16,999] DEBUG      Drink health potion in slot 3. HP: 78.2%, Mana: 85.4%
[2022-02-08 05:54:20,552] DEBUG      Drink health potion in slot 3. HP: 78.2%, Mana: 96.0%
[2022-02-08 05:54:24,795] DEBUG      Took a screenshot of current loot
[2022-02-08 05:54:26,148] DEBUG      Traverse: [230]
[2022-02-08 05:54:28,003] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:54:28,028] DEBUG      Found Match: SAVE_AND_EXIT_NO_HIGHLIGHT (93.1% confidence)
[2022-02-08 05:54:30,453] DEBUG      Waiting for templates: ['SAVE_AND_EXIT_NO_HIGHLIGHT', 'SAVE_AND_EXIT_HIGHLIGHT']
[2022-02-08 05:54:33,936] INFO       End game. Elapsed time: 85.15s
[2022-02-08 05:54:34,419] INFO       Starting game #916
[2022-02-08 05:54:34,420] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK', 'A5_TOWN_0', 'A5_TOWN_1', 'A4_TOWN_4', 'A4_TOWN_5', 'A3_TOWN_0', 'A3_TOWN_1', 'A2_TOWN_0', 'A2_TOWN_1', 'A2_TOWN_10', 'A1_TOWN_1', 'A1_TOWN_3']
[2022-02-08 05:54:35,360] DEBUG      Found Match: MAIN_MENU_TOP_LEFT (100.0% confidence)
[2022-02-08 05:54:35,360] DEBUG      Waiting for templates: ['MAIN_MENU_TOP_LEFT', 'MAIN_MENU_TOP_LEFT_DARK']
